tweet_id	tweet_text	original_filename
1066360758961881089	@khloekardashian Please help Aaron Rodgers12 raise money for California fires by retweeting retweet4good, Thanks Doll	california_wildfires_2018_dev.tsv
1064740650380288001	Three days until Thanksgiving, and if you want to help victims of the California fires who are not as blessed, please do. Reader discretion is advised for this story:	california_wildfires_2018_dev.tsv
1066426264385454081	Hello #CatsOfTwitter #dogsoftwitter and fans of #Caturday ὣD My cat Love (and I) wants you to help FIND and reunite young Laila with her furbaby Peanut. Many campfire pets are lost from the California fires, and their humyns need you now. Tanksyou, meow	california_wildfires_2018_dev.tsv
1065682138148888576	my friends boyfriend and his family lost everything in the fire in northern california if you can please donate to his gofundme or retweet to help them out Ὁ6	california_wildfires_2018_dev.tsv
1062117408918265856	@kanyewest @adidas my best friend lost everything in the camp fire. He got the triple white yeezys the day they dropped, he weather treated and was waiting for an occasion to wear them. Unfortunately his house burned to the ground so he never got the chance. Can you help out?	california_wildfires_2018_dev.tsv
1067042990772944896	Could you all please do me one small favour? Have a look at my timeline and RT one tweet to help those affected by the fires in California. There’s a whole team who works really hard on this. You can find them using #DisasterAssistTeam. Thank you ὚4	california_wildfires_2018_dev.tsv
1062857655197163520	@lizziejohnsonnn California Residents please donate chapsticks, face wipes, disposable wipes, hand creams, lotions, water bottles, electrolytes (in any form) to your local firehouses. They will need these supplies as they go to fight these fires.	california_wildfires_2018_dev.tsv
1065268740525355009	Dont just like thislisten to the msg and follow the instructions on the retweet to help out California fire victims! #retweet4good	california_wildfires_2018_dev.tsv
1064753548318072832	DNA Samples Needed to Identify Camp Fire Victims	california_wildfires_2018_test.tsv
1061384261570195456	More help for those stuck with animals!! Please pass along! The power of social media can be incredible ❤️❤️ #LAFires #CaliforniaFires #california #Woolseyfire #hillfire #malibu #AgouraHills #Calabasas #losangeles #LAFires	california_wildfires_2018_test.tsv
1062060666301763584	Please help my friend who lost everything in the CA fires. One of the sweetest most caring people I know. Every little bit helps.	california_wildfires_2018_test.tsv
1064779715423158272	Thread. Please donate ὄ7	california_wildfires_2018_test.tsv
1065662254559969280	Read. Then have a good cry. Then find a way to help those in need.	california_wildfires_2018_test.tsv
1065284174754410496	I know some of my followers are in the Bay Area and I know some of your are radio journalists. A radio station in Northern California needs your help.	california_wildfires_2018_test.tsv
1065696823984168961	RT @RealJamesWoods: High need children’s items needed ὄ7#SoCalFiresJamesWoods #CampFireJamesWoods	california_wildfires_2018_test.tsv
