tweet_id	tweet_text	original_filename
1064454711657545729	Updates: #CaliforniaWildfires Have Now Killed 80 With More Than 900 Still Missing  via @BuzzFeedNews	california_wildfires_2018_dev.tsv
1061161207623761920	California Wildfires: Kevin Smith Seeks Aids in Horse Rescue, James Woods Assists in Missing People	california_wildfires_2018_dev.tsv
1063418472091262978	RT @ElizabethEThorp: BREAKING: Number of people missing in Camp Fire jumps to 631 as death toll rises to 63  #Paradi	california_wildfires_2018_dev.tsv
1061705540814954496	There are reports that 110 people are missing in Northern California wildfires that have already killed 25 people and destroyed more than 6700 buildings.	california_wildfires_2018_dev.tsv
1063461566740353024	California wildfire death toll grows to 63, missing list to 631 via @POLITICO for iOS	california_wildfires_2018_dev.tsv
1064316693332271106	RT @japantimes: 1,300 still on missing list as searchers in California wildfires step up efforts to find victims ahead of rain	california_wildfires_2018_dev.tsv
1064503989172097024	Some California Wildfire Victims May Never Be Found: Searcher  ὏0 #News #Animals #Pets #PetOwners #PetLovers #CharlotteNC #CLT #NorthCarolina #DrOGayle #CLTpets	california_wildfires_2018_dev.tsv
1062755314133622785	Hundreds of people are still missing in California. This woman driving through tunnels and wildfires recorded how nightmarish it is. (And you know who once again makes it about himself)	california_wildfires_2018_dev.tsv
1064453935476367360	Death Toll in Northern California Wildfire Hits 76 With Nearly 1,300 Missing.	california_wildfires_2018_dev.tsv
1065478096927756288	Number of people accounted for rises as rain threatens areas scarred by Camp Fire	california_wildfires_2018_dev.tsv
1063518779487985665	More than 600 people are missing in California from those awful fires. I refuse to believe that they are all dead.they have probably escape to a safer location and due to the damaged infrastructure are unable to contact family and friends. God knows exactly where they are!❤✝	california_wildfires_2018_dev.tsv
1064745106417233920	California Wildfires: Nearly a thousand people still missing  via @YouTube	california_wildfires_2018_dev.tsv
1061229085471526913	Saturday November 10 - Morning News: ‘I can’t just sit around and hope they’re OK’: At least 35 missing in Camp Fire as searches continue; ‘We’re not going to die like this’: Nine confirmed dead in California’s most destructive fire Via @sacbee_news	california_wildfires_2018_dev.tsv
1062520829722931200	Butte County sheriff’s officials and CalFire conducting search and rescue on Day 6 of the #CampFire which is both the deadliest and most destructive wildfire in California history. More than 200 people are still missing.	california_wildfires_2018_dev.tsv
1064180239444652033	600 Missing In California Wildfires:  Voter Disenfranchisement:  Trump’s Fake News Voter Fraudblah blah blah”	california_wildfires_2018_dev.tsv
1061965708664455169	California wildfires: Hundreds missing as 3 blazes continue to scorch the state #CNN	california_wildfires_2018_dev.tsv
1062886045837152256	The Butte County Sheriff’s Office in Northern California released a list of 103 names it is searching for since the Camp Fire began. This is down from the more than 200 people the agency previously said were missing.	california_wildfires_2018_dev.tsv
1064448322935693312	RT @DavidJHarrisJr: There’s till over 1000 people missing.. please pray. And support if you can.	california_wildfires_2018_dev.tsv
1066980665579712512	Search For The Missing In California Wildfires Continues: Dozens of disaster workers from	california_wildfires_2018_test.tsv
1064213614226259973	1,000 people are missing or dead in California. If this had been a terrorist attack, we’d have torn our laws apart to prevent another. Instead we have Trump and his EPA nominee Wheeler acting in energy executives’ interests for policies to cause even worse wildfires in the future	california_wildfires_2018_test.tsv
1064569138058792962	Ive just posted a new blog: Nearly 1,000 Still Missing in California Wildfires	california_wildfires_2018_test.tsv
1062092202736664576	Authorities search for missing in wind-whipped California wildfires   #news #breaking #trump	california_wildfires_2018_test.tsv
1064491487902224384	Camp-Fire CA 71dead1600 missing Hundreds are living in tents in the parking lot of #Walmart. Walmart has demanded they leave. They should be opening their doors and helping these people! In #HolidaySpirit Lets #BoycottWalmart ***************** PLEASE RETWEET	california_wildfires_2018_test.tsv
1062136369580044290	A staggering 6,453 homes. More than 200 people are unaccounted for in Paradise, and officials are bracing for the possibility that the death toll could rise significantly. Tomorrow will bring more sad news from California.	california_wildfires_2018_test.tsv
1065262323873411072	»MGN-AFRICA® pin:263789F4 » Relentless California wildfires leave 84 dead, over 800 unaccounted for: Hundreds of people remain missing in the wake of a pair of deadly wildfires that have been burning across both ends of California. »  @wizkidayo	california_wildfires_2018_test.tsv
1063452581647839237	More than 1 million students in California have missed class throughout the week thanks to wildfires. At least 66 people have died and more than 630 are missing as of Friday morning:  via @thinkprogress	california_wildfires_2018_test.tsv
1067141888057192448	Our solidarity with the relatives of the fatal victims, missing people and those affected by the deadliest wildfire ever registered in Northern California, USA. Global warming is responsible for this kind of disasters that cause death and destruction in Planet Earth.	california_wildfires_2018_test.tsv
1065291025814454273	This is sad. Impervious surfaces from foundations/driveways combined with an increase in hydrophobic soils from the fire could make localized overland flow common. Camp fire: Officials fear rains will wash away victims remains with 870 still missing	california_wildfires_2018_test.tsv
1064652556784320512	#Many still unaccounted for in #California #fires - Nov 19 @ 5:51 PM ET	california_wildfires_2018_test.tsv
1064367078138830848	BBC News - California wildfires: Why are so many listed as missing?	california_wildfires_2018_test.tsv
1061504176763686912	#CAMPFIRE #MISSING #PLEASEHELP My grandma is missing from the camp fire with her dog! Help us find them please !! HER NAME IS BARBARA CARLSON AND HER DOG IS STRAWBERRY @RealJamesWoods	california_wildfires_2018_test.tsv
1065276302452813824	The POTUS is an accessory to the murder of a journalist and 700+ people are still missing in the aftermath of the California wildfires. Happy Thanksgiving. #everythingisascam	california_wildfires_2018_test.tsv
1064480526596218881	RT @Reuters: Some California wildfire victims may never be found: searcher	california_wildfires_2018_test.tsv
1061533000528203776	Sheriff’s investigators have begun scouring through the wreckage of California’s most destructive fire on record in search of the dead, with 110 people believed missing.	california_wildfires_2018_test.tsv
1064188478743822336	Confirmed dead # growing. Trump says, its a great time to shut down govt. over his wall. Such a cruel threat could mean mass negligent homicide. Desperate search for over 1,000 still missing in California wildfires  via @nypost	california_wildfires_2018_test.tsv
1064071977181241345	California wildfires: Number of missing surpasses 1,000: Governor Jerry Brown calls climate change and severe wildfires in California, the new abnormal, as volunteers search for bodies of those who did not escape the worst US wildfires in 100 years.	california_wildfires_2018_test.tsv
1065464052590161920	Aaron Rodgers slammed by brother Jordan for not calling parents, missing first step of compassion during California wildfires	california_wildfires_2018_test.tsv
1062857859090722816	⚡️ Hundreds still missing amid California’s deadliest wildfire”	california_wildfires_2018_test.tsv
1062182912655847424	RT @MPRnews: Authorities have yet to account for 228 people reported missing.	california_wildfires_2018_test.tsv
1064105856801767425	This is San Francisco right now. Wildfires, while not close by, are ruining the air. There are three separate conflagrations in California. All of them are burning. Over 1,000 people are now missing. 71 are confirmed dead: many more are expected to perish. ὤFἿB	california_wildfires_2018_test.tsv
1065460848922058752	Want to know why the search to find the missing and identify victims in Californias wildfires could take months? Curious to know more about the Florida recount? Find answers to these questions and more at #APExplains.	california_wildfires_2018_test.tsv
1066188564180992000	Parma womans mom still missing in California wildfires	california_wildfires_2018_test.tsv
1063308701623296000	California wildfires: Number of missing persons rise to 631	california_wildfires_2018_test.tsv
1064009141100908545	I’m sorry, this is despicable. Over 1,000 people missing. Over 70 dead. Friends &amp; families lost everything. #EmpathyIsDead	california_wildfires_2018_test.tsv
1063199620954763264	Death toll rising in Northern Californias Camp Fire; at least 297 missing.  @Miguelnbc reports tonight on @NBCNightlyNews.	california_wildfires_2018_test.tsv
