tweet_id	tweet_text	original_filename
1061343366217166849	These fires are devastating. I am praying for all of you continuously ὤFἿC stay strong. Things are replaceable lives are not. Thank God to everyone who is safe. Politics aside we must come together in times of tragedy. Keep in prayer America for California Ὁ4ὤFἿCὤFἿDὤFἿEὤFἿFὤFἿBὤF἟A἟8	california_wildfires_2018_dev.tsv
1061276890995003392	This article helped many prepare for Trump not helping, but attacking us here in California. Donald Trump will blame anything but climate change for the California wildfires @CNNPolitics	california_wildfires_2018_dev.tsv
1061328408439734272	@realDonaldTrump Here’s what you should have said: Our hearts go out to those who have lost lives &amp; homes to the wildfires in California. We support the tireless efforts of firefighters &amp; first responders. 1/2	california_wildfires_2018_dev.tsv
1066123365885403143	As we sit in our warm homes, surrounded by the people we love, and give thanks for the food and other of Gods bounty, lets remember those who suffer. The victims of the California fires have lost evertything--here is a charity lll donate to today.	california_wildfires_2018_dev.tsv
1061142611342180352	@elonmusk If you are really intrested in helping with the new California norm? How about starting plans for the future Tesla Z Manta Series.. with #Teslatheinventor science technology, A hover car based off algorithms in lightning.. to put out wildland fires. Hit us up!..	california_wildfires_2018_dev.tsv
1063489433993805824	So so sad.Pray for California ὤFMissing persons list for California wildfire now tops 630, with 63 dead and more bodies being found - The Sacramento Bee	california_wildfires_2018_dev.tsv
1061358178456100865	I think our president MEANT to tweet that AS MUCH HELP AS HUMANLY POSSIBLE, is on the way and for those affected and devastated, hope is not lost..	california_wildfires_2018_dev.tsv
1065686405828014080	RT @tamikj: Thinking about all those left homeless by the Calif wildfires. Wishing them a warm meal and a soft bed. #givethanks .	california_wildfires_2018_dev.tsv
1065419213156876288	@Dantastic_1 @JimCarrey After hearing both side of this I agreeCalifornia should have been clearing all the dead trees and brush. I am so sorry for these horrible fires..President Trump went their and is trying to help..but California is tough to deal with..	california_wildfires_2018_dev.tsv
1065780159666692098	@danicamckellar @McKellarMath Danica are you in southern California.. Im Soo glad yall are getting rain its much needed after those wildfires.. hope you had a happy Thanksgiving!	california_wildfires_2018_dev.tsv
1065454069526028288	Thanksgiving in Paradise after deadly California fires shows #humansaregood	california_wildfires_2018_dev.tsv
