run_id	Document ID	Document	Real Label	Assigned Topic Num	Assignment Score
1658691673	0	rt ebola going to come close friend amp family member rt claim	disease	0	0.6668413799279187
1658691673	1	funny watch put infectious disease infectious disease doctor reporter	disease	2	1.0
1658691673	2	rt fight infectious disease	disease	2	0.7769549936432816
1658691673	3	though question raised role post	disease	1	0.4489770925518204
1658691673	4	declares transmission within border	disease	3	0.7253923783636436
1658691673	5	symptom fever pain diarrhea	disease	1	1.0
1658691673	6	look ebola treatment can not outbreak	disease	1	1.0
1658691673	7	outbreak ebola virus disease meet economy via	disease	1	0.4050756210252173
1658691673	8	rt read history panic disease	disease	2	0.7471471365015445
1658691673	9	disease contact die next day ebola aid	disease	2	0.5583061015169394
1658691673	10	breaking news emergency passenger symptom via	disease	1	0.8079066819817611
1658691673	11	lot question nobody care work rather do not know want to learn	disease	3	0.4270720497031044
1658691673	12	rt hope disease frm spreading rt west africa moment	disease	2	0.5039332796928109
1658691673	13	sister paper live press patient treated yale medical symptom	disease	1	1.0
1658691673	14	vaccine experimental ebola treatment	disease	1	1.0
1658691673	15	waiting giving silent treatment like	disease	1	0.9659832450914261
1658691673	16	rt nurse may infected passenger different flight especially disease airborne	disease	2	0.761947676021922
1658691673	17	hit hard third treatment center	disease	3	0.4817712144420837
1658691673	18	guy remember one wiped disease	disease	2	0.953109559973517
1658691673	19	rt symptom	disease	0	0.7351086908792853
1658691673	20	thing america come infectious disease place stop africa	disease	2	0.9994607479353625
1658691673	21	rt airborne cdc confirms concern airborne transmission ebola	disease	1	0.41962951608447874
1658691673	22	guy join answer question win	disease	1	0.49297056626685976
1658691673	23	rt symptom may allah save country	disease	0	0.7050213754362168
1658691673	24	rt yale research student admitted yale new hospital last night ebola like symptom	disease	1	0.6404906487631508
1658691673	25	rt travel ban needed expert disease say	disease	2	0.6448140078939567
1658691673	26	you are provide make sure take word enough prevention better cure	disease	2	0.8324526157697575
1658691673	27	rt africa health system struggle disease kill thousand	disease	2	0.7307348008999625
1658691673	28	expert using salt ebola treatment state	disease	1	1.0
1658691673	29	cdc ebola question answer	disease	1	0.9449272838836065
1658691673	30	rt big question outbreak answered	disease	0	0.7345722206057645
1658691673	31	neighbor said someone get ebola disease following jesus will not hear	disease	2	0.5473726228461604
1658691673	32	rt prevention control hospitalized patient known suspected ebola	disease	1	0.4855057609747921
1658691673	33	big lie possible cure ebola virus disease cc	disease	1	0.4067315177976214
1658691673	34	country check sign virus international	disease	3	0.9823517751242958
1658691673	35	wonder still isolation scary symptom ebola ebola bit	disease	1	1.0
1658691673	36	rt quick ebola fact everyone get body fluid contact infected people aid transmission	disease	0	0.5220438893508894
1658691673	37	rt ebola patient still showed sign continued	disease	1	0.5504147687422951
1658691673	38	rt question new ebola drug	disease	1	0.5233800967032577
1658691673	39	family dallas patient zero quarantine sunday day symptom	disease	1	0.9725626265210288
1658691673	40	new resource guide provides effective prevention protection	disease	2	0.7514529086815342
1658691673	41	please would mean much	disease	2	0.8811338479537403
1658691673	42	ebola disease never catch you are wife husband member you are family	disease	2	0.49951510253568876
1658691673	43	answer question	disease	1	0.457018642379436
1658691673	44	rt despite transmission bush flu travel ban would	disease	0	0.8200956305773593
1658691673	45	dear question via please see thanks	disease	3	0.3573250983846564
1658691673	46	rt reported st infected nurse admitted hospital like symptom	disease	0	0.5809388831306526
1658691673	47	rt usa breaking news ebola outbreak fear treatment	disease	1	0.5416388400838275
1658691673	48	rt transmission nature virus unknown	disease	0	0.602137920169616
1658691673	49	airport high alert ebola symptom fox news video	disease	1	1.0
1658691673	50	rt brampton hospital treating patient came africa fever ebola like symptom	disease	1	0.6747063682816682
1658691673	51	rt today announced initial texas task force infectious disease watch	disease	2	0.764103157875171
1658691673	52	rt usa fear treatment serum ebola outbreak devastating ebola outbreak	disease	1	0.6937459829158701
1658691673	53	monitored ebola symptom	disease	1	1.0
1658691673	54	rt question amp infection control cdc expert special today pm et	disease	0	0.5631820224082951
1658691673	55	infectious disease specialist clear ebola	disease	2	0.5578556313802316
1658691673	56	rt guy ebola prevention business deal salt amp	disease	1	0.44900440435818423
1658691673	57	rt longer trust authority got ask tough question starting	disease	0	0.7312742157754071
1658691673	58	emergency helpline ebola virus treatment information india	disease	1	0.657518053009606
1658691673	59	welcome blog expert using salt ebola treatment	disease	1	1.0
1658691673	60	outbreak december transmission	disease	3	0.43314813197137414
1658691673	61	rt situation disease still control west africa htt	disease	2	0.7365402997690043
1658691673	62	evidence use would prevent cure ebola virus disease minister health	disease	1	0.3922744749045773
1658691673	63	rt good question rt white house play role cdc response	disease	0	0.7838740977840313
1658691673	64	rt state health said outbreak ebola disease state	disease	2	0.5766961072204598
1658691673	65	ebola sign symptom amp prevention tip	disease	1	0.9638328411660553
1658691673	66	rt troop ask question	disease	0	0.7679878330604323
1658691673	67	american catch sign executive order help fight ebola west africa	disease	1	0.9784472168292112
1658691673	68	canada emergency use ebola treatment reuters canadian	disease	1	1.0
1658691673	69	rt want control disease stop source bird	disease	2	0.8048779281109885
1658691673	70	rt information quarantined disease nyt	disease	2	0.6022259986889652
1658691673	71	still believe disease end dead animal well place	disease	2	0.9339019997688004
1658691673	72	big lot people africa dangerous ebola virus disease	disease	1	0.4061886121163188
1658691673	73	rt sign capital center	disease	0	0.7200010829007218
1658691673	74	rt disease say part cure ht	disease	2	0.6831574597299124
1658691673	75	need ebola common	disease	1	1.0
1658691673	76	rt new york doctor get blood aid worker survived disease	disease	2	0.772072117843727
1658691673	77	status co whole status co fall like alone pak	disease	1	0.9013914277696018
1658691673	78	cc think symptom ebola	disease	1	1.0
1658691673	79	rt team present new data symptom case fatality rate period may infected	disease	0	0.533358782149177
1658691673	80	le time look	disease	2	0.838257650909721
1658691673	81	rt ebola airborne disease life gt	disease	2	0.45139451018682564
1658691673	82	ebola infectious disease caused virus virus transmitted people animal	disease	3	0.5977390414096416
1658691673	83	ebola virus start show symptom five day infection	disease	1	0.7002435197079182
1658691673	84	rt thing know killer disease ebola cnns dr gupta	disease	2	0.5394307653000429
1658691673	85	college due student family member flu like symptom student vomiting class	disease	1	0.9366559538767395
1658691673	86	funny people laugh serious issue like ebola killer disease are not joke	disease	1	0.5278620954583357
1658691673	87	rt breaking air france plane isolated airport passenger report symptom	disease	0	0.6460025380419427
1658691673	88	also ask military disease well ebola virus former	disease	1	0.4023842690107337
1658691673	89	form please prevention cure ebola let know	disease	1	0.8908565484574429
1658691673	90	rt state business infectious disease forward	disease	2	0.802990403704937
1658691673	91	rt ebola next big thing nigeria	disease	0	0.5186396002940308
1658691673	92	rt company ebola treatment clear	disease	1	0.5202915555754247
1658691673	93	spark major change	disease	2	0.54592585675738
1658691673	94	god save ebola disease	disease	2	0.5019901230267559
1658691673	95	nigerian lady started rumour use salt water cure ebola virus disease	disease	1	0.42785265631085134
1658691673	96	rt ebola common	disease	0	0.5009136612700485
1658691673	97	rt check yesterday question available	disease	0	0.7057556404615
1658691673	98	live question keep resident health worker safe	disease	3	0.4598816457628153
1658691673	99	really answer question good day	disease	2	0.5727665639670572
1658691673	100	disease	disease	2	0.9417936426459814
1658691673	101	bring non treatment	disease	1	0.7936439557222759
1658691673	102	happening amp federal ministry health holding joint press conference declare nigeria virus disease free	disease	2	0.4798235789812817
1658691673	103	late ebola body tropical disease via	disease	1	0.5003703388295857
1658691673	104	rt launched urgent crisis appeal raise fund help stop spread disease donate	disease	2	0.5118563525463904
1658691673	105	rt alert cdc ebola airborne transmission	disease	0	0.49050656859166364
1658691673	106	rt life disease control centre currently youth	disease	2	0.790133601469864
1658691673	107	climate change deadly disease like ebola	disease	1	0.47865883174593304
1658691673	108	bbc news growing concern air transmission ebola	disease	1	1.0
1658691673	109	rt obama ignored cdc advice outbreak prevention center disease	disease	2	0.9007430592103455
1658691673	110	read daily question asked different disease ebola something airborne maybe	disease	1	0.4982548022398731
1658691673	111	question	disease	3	0.4542712105549139
1658691673	112	maybe co guy busy muslim passenger worry deadly disease	disease	2	0.6115230619351644
1658691673	113	treatment virus	disease	3	0.8878727260300407
1658691673	114	nurse symptom boarding flight oct et	disease	1	0.9772081473906825
1658691673	115	question response affect	disease	1	0.4571953705408406
1658691673	116	southwest real question	disease	1	0.43406847779706426
1658691673	117	answer question	disease	1	0.4681160522709881
1658691673	118	ebola virus prevention transmission	disease	1	0.5931677031255609
1658691673	119	max life cut short due question far often	disease	1	0.4572708367592192
1658691673	120	rt campaign target month	disease	0	0.830774704160898
1658691673	121	know symptom ebola include fever vomiting amp information email	disease	1	0.9766468060902007
1658691673	122	video ebola drug pose question	disease	1	1.0
1658691673	123	question second nurse ebola get flight info flew	disease	1	0.9558256865362845
1658691673	124	rt coming america bring foreigner treatment	disease	0	0.7681332886722115
1658691673	125	rt long treating africa place via	disease	0	0.8493925299166152
