run_id	Document ID	Document	Real Label	Assigned Topic Num	Assignment Score
1658700162	0	 TheReformedCrow Nah, I'm gonna go with earthquake. 	earthquake	1	0.7847204
1658700162	1	I think we just had an earthquake	earthquake	1	0.8503346
1658700162	2	Uhh who else felt that earthquake tho	earthquake	1	0.8282738
1658700162	3	Bay area just had a nice size earthquake	earthquake	1	0.7789429
1658700162	4	Thought my dad was farting...turns out it was an earthquake	earthquake	1	0.5961748
1658700162	5	earthquake!?	earthquake	1	0.85223055
1658700162	6	BITCH..... was that an earthquake!?	earthquake	1	0.8211021
1658700162	7	Holy shit, just felt an earthquake in the California Bay Area.  That Warriors vs Rockets game is INTENSE!	earthquake	1	0.6592045
1658700162	8	i believe a small earthquake just happened 	earthquake	1	0.84700394
1658700162	9	it was jus a fxckin earthquake 	earthquake	1	0.800495
1658700162	10	Listening to a live podcast recording and there was an earthquake. Quickest way to news is to listen to live podcasts.	earthquake	1	0.3510024
1658700162	11	The last thing I would be wearing if that earthquake was massive was a fckn poncho	earthquake	1	0.6126094
1658700162	12	first earthquake ive ever felt	earthquake	1	0.7975222
1658700162	13	So it  s just gone be a earthquake .. like right now .. ground just gon shake	earthquake	1	0.77026355
1658700162	14	in before  њearthquake? ќ tweets	earthquake	0	0.108069666
1658700162	15	Am I trippin or was that an earthquake 	earthquake	1	0.7776704
1658700162	16	Yep!  That was an #earthquake. https://t.co/3A5FERfNG5	earthquake	1	0.7013905
1658700162	17	The only time we ever had an earthquake, at 6 am on a Saturday, I was the only person awake for it and Twitter didn https://t.co/pr2crKTrWn	earthquake	1	0.55376756
1658700162	18	Lol earthquake	earthquake	1	0.87542117
1658700162	19	was that an earthquake ? #Bayarea #earthquake	earthquake	1	0.90940166
1658700162	20	thank u twitter for letting me know Im not losing my mind and that was in fact an earthquake	earthquake	1	0.59439075
1658700162	21	 PolhomeEditor  duncanm Buildings first earthquake.	earthquake	1	0.71612346
1658700162	22	Good little #earthquake just now in #SanFrancisco	earthquake	1	0.85386527
1658700162	23	I think there was just an earthquake in SF..	earthquake	1	0.82006395
1658700162	24	Wtf was there an earthquake or I  m trippen	earthquake	1	0.81394833
1658700162	25	hi friends, was that an earthquake	earthquake	1	0.8465228
1658700162	26	i swear there was just a mini earthquake	earthquake	1	0.7462812
1658700162	27	 HiredbyAshley  HoustonRockets Did you feel da earthquake	earthquake	1	0.8221257
1658700162	28	I just felt the jolt!  Did you feel the #earthquake?  #SanFrancisco #BayArea https://t.co/8C44UZoH0L	earthquake	1	0.7276521
1658700162	29	Hmmm....either someone is moving the building or there was just an earthquake.	earthquake	1	0.77392685
1658700162	30	That earthquake just scared the heck out of me!!!	earthquake	1	0.80917645
1658700162	31	*checks Twitter to see if it was an actual earthquake*	earthquake	1	0.67595553
1658700162	32	Was that a fucking earthquake or am I tweaking	earthquake	1	0.8020853
1658700162	33	either that was an earthquake or my house is possessed ..	earthquake	1	0.64130735
1658700162	34	Oooh, little #earthquake in SF 7:18 pm	earthquake	1	0.78892344
1658700162	35	That quake was rude I want a full ass earthquake	earthquake	1	0.7632925
1658700162	36	was i the only one who just felt the earthquake	earthquake	1	0.8105976
1658700162	37	#earthquake just a small one	earthquake	1	0.851766
1658700162	38	That earthquake was peaceful as fuck  Oklahoma's NEVER gonna sink with that kind of pussy magnitude	earthquake	1	0.60131687
1658700162	39	Wow nice earthquake! I love #California #Alameda #Earthquake #IGetUsedToIt	earthquake	1	0.8379524
1658700162	40	3 days back in the Bay and there  s already an earthquake.	earthquake	1	0.673153
1658700162	41	Short sharp earthquake just now... oakland	earthquake	1	0.6970221
1658700162	42	Wow that was a weird earthquake	earthquake	1	0.8346354
1658700162	43	tribelaw ...recently posted something about that earlier. Whoa, small earthquake here. Was one earlier too. Sorry  https://t.co/m3bhjbCLnf	earthquake	1	0.5731556
1658700162	44	Anyone just feel that small earthquake in Japantown/Pac Heights?	earthquake	1	0.76780397
1658700162	45	ok so I didn't just hallucinate that earthquake / think a truck hit my building https://t.co/TT0wwhCbjR	earthquake	1	0.62766075
1658700162	46	#earthquake #sf  Felt like maybe a 3.5?	earthquake	1	0.80181575
1658700162	47	Oouuu earthquake	earthquake	1	0.7820727
1658700162	48	Scary earthquake!	earthquake	1	0.75797033
1658700162	49	Minor earthquake felt in the East Bay - stronger elsewhere?	earthquake	1	0.68924665
1658700162	50	Mini earthquake!	earthquake	1	0.7242428
1658700162	51	earthquake wheee	earthquake	1	0.8586867
1658700162	52	Was there just an earthquake in San Francisco or was only my apartment shaking?	earthquake	1	0.7949352
1658700162	53	That little weak ass earthquake 	earthquake	1	0.74783874
1658700162	54	That earthquake felt terrible 	earthquake	1	0.8406757
1658700162	55	Y  all experienced that earthquake too?	earthquake	1	0.7685807
1658700162	56	OK who felt that earthquake tho	earthquake	1	0.84155786
1658700162	57	It was like a double tap #earthquake in Berkeley	earthquake	1	0.67888844
1658700162	58	Did we just have an earthquake? #concord #earthquake	earthquake	1	0.87340343
1658700162	59	every time i feel an earthquake i check twitter to make sure that it was real lol	earthquake	1	0.7247575
1658700162	60	Was that an earthquake lmao	earthquake	1	0.86393976
1658700162	61	I knew an earthquake was coming sooner than later!!! &amp; BOOM dere it go	earthquake	1	0.7109723
1658700162	62	Did I just feel a small earthquake here in SF?	earthquake	1	0.7992444
1658700162	63	omg an earthquake happened	earthquake	1	0.88806087
1658700162	64	not to be THAT person but omg earthquake spooky	earthquake	1	0.7108956
1658700162	65	Another earthquake. Big jolt for one second.	earthquake	1	0.7060187
1658700162	66	There was just an earthquake, I  m already on edge from this game, you trying to kill me Mother Nature?	earthquake	1	0.66715074
1658700162	67	mf earthquake	earthquake	1	0.7450367
1658700162	68	I thought that the earthquake was my dog moving on my bed 	earthquake	1	0.6450864
1658700162	69	every time there  s an earthquake I think it  s the big one 	earthquake	1	0.79076415
1658700162	70	Was that an earthquake?!	earthquake	1	0.83729696
1658700162	71	Oops. San Francisco earthquake. I felt something.	earthquake	1	0.8028287
1658700162	72	Just felt an earthquake - so of course I jumped on Twitter to see who else was reporting it.	earthquake	1	0.727558
1658700162	73	Was that an earthquake	earthquake	1	0.83729696
1658700162	74	goodtimenation Right? I feel it started when I was 8 doing school drills when until then I  d only done earthquake  https://t.co/8XJMaLQYk7	earthquake	1	0.49023426
1658700162	75	Wow, I just thought an earthquake into existence. My mind is so powerful, ugh	earthquake	1	0.69927645
1658700162	76	earthquake	earthquake	1	0.85223055
1658700162	77	Feeling the effects of an earthquake. https://t.co/RzSaveEXVf	earthquake	1	0.67126477
1658700162	78	was that a earthquake???	earthquake	1	0.8580467
1658700162	79	oof that earthquake	earthquake	1	0.87482196
1658700162	80	earthquake?	earthquake	1	0.85223055
1658700162	81	there was an earthquake?	earthquake	1	0.80173635
1658700162	82	Little earthquake in SF? Definitely felt it in the Castro!	earthquake	1	0.7455424
