tweet_id	tweet_text	label
'511962276383825920'	Prayers for Cabo: Hurricane Odile Roars Through Cabo San Lucas http://t.co/y0WuS1KXlj via @BloombergTV	sympathy_and_emotional_support
'511733855871438848'	Sammy Hagar's Home Damaged in Hurricane: Sammy Hagar's home was damaged as Hurricane Odile slammed into Cabo S... http://t.co/kaKbfZwAd9	infrastructure_and_utilities_damage
'511493520952393728'	Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall – ABC News http://t.co/O0tNjheiyb #happening #now #check #out #news	displaced_people_and_evacuations
'511547268701646848'	Our thoughts go out to all of our friends in Los Cabos and Baja Mexico after being hit by Hurricane #Odile. Be safe everyone.	sympathy_and_emotional_support
'511710044044677121'	Does anyone have information on emergency services and potable water in La Paz, BCS? #odile #HurricaneODILE #LaPaz	other_useful_information
'511700192144281600'	RT @dsamuel: Wow! My wife in this airport yesterday “@PzFeed: Tragic sight of Cabo Airport after hurricane Odile paid a visit http://t.co/G…	other_useful_information
'511962834251837440'	In case of a hurricane, we're happy to provide post-storm cleanup services to our clients but this is a little much. http://t.co/6jrWGQ9KGm	donation_needs_or_offers_or_volunteering_services
'514627577831768064'	(09/22) ONE WAY TO HELP ODILE VICTIMS  #surfing http://t.co/mUjnzMgQqw	other_useful_information
'516697003493842944'	We are a community @diamondresorts - Please help us provide emergency relief to those impacted in Baja Sur. #odile. http://t.co/FIRX5VSpWy	donation_needs_or_offers_or_volunteering_services
'511540289182633984'	RT @JujiThompson: My thoughts are with those currently suffering the wrath of Hurricane #Odile.	sympathy_and_emotional_support
'512127877945774080'	RT @neilkusens: Big thanks to @RepSwalwell and Gabriel for the help today with our stranded friends in Cabo.  Major props!  #Odile	missing_trapped_or_found_people
'511978938839486465'	[UT world] Weakening Odile pushes up Mexico's Baja California: About 30,000 tourists are in temporary shelters... http://t.co/K91nJOQzYW	displaced_people_and_evacuations
'511663318671847424'	Some heartbreaking  damage photos from Cabo San Lucas..Being near the eyewall of a major hurricane will do that. Should never be wished upon	infrastructure_and_utilities_damage
'511451690206511104'	RT @Lawsonbulk: Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News http://t.co/6UCrVd7BOy	displaced_people_and_evacuations
'511591022883643392'	A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/ayuzWAv3xv #popopgo #smm	infrastructure_and_utilities_damage
'511591734158299137'	#juan_starz A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile cam... http://t.co/mK6nbk7dhK #danilo_starz	other_useful_information
'511462230408192000'	RT @EDDUESS: #HurricaneODILE praying for the citizens of Cabo who may not have been as lucky to have a secure hotel to keep shelter in	sympathy_and_emotional_support
'512028955227205632'	RT @StellaInger: Odile is dumping a lot of rain on Mexico. Cabo San Lucas Airport heavily damaged. http://t.co/P8948G7nhX	infrastructure_and_utilities_damage
'514491062321438720'	#LosCabos airport shut until Oct. 8 because of Hurricane #Odile damage; many hotels hope to reopen in mid/late Oct. http://t.co/8Suzrn19Dm	other_useful_information
'512327024355336192'	RT @Associa: 2:45 PM CT Associa Mexico Realty Services UPDATE No. 1 #hurricaneodile #Odile http://t.co/lDQkEuHxB7	other_useful_information
'511590599758053376'	A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore over Ca... http://t.co/JfQsf3WV9K #ideaTick	other_useful_information
'511658254095495168'	WOW Holidaymakers take shelter after #Mexico is battered by Hurricane Odile http://t.co/0dVHghtwca via @MailOnline	displaced_people_and_evacuations
'511518958248525824'	Cabo News | First images of damage caused by Odile |: http://t.co/coGaMVECBq	infrastructure_and_utilities_damage
'511776946754437120'	Prayers and thoughts with the people of Cabo as they deal with the devastation from Hurricane Odile.   I just... http://t.co/9dcOGGob9R	sympathy_and_emotional_support
'514139528072658944'	#HurricaneOdile Relief // Mulege | Help our neighbors get back on track in #mulege and #santarosalia http://t.co/EV4inieL82 via @gofundme	donation_needs_or_offers_or_volunteering_services
'511500779002142720'	@ChrisKTLA @KTLAMorningNews #HurricaneODILE how bad is the damage in Cabo? Hope everyone is OK. Supposed to go for vacation in December.	infrastructure_and_utilities_damage
'512004873928572928'	More detail coming out re impact of Hurricane Odile and damaged / missing boats. http://t.co/5Uk8cCpJ1y	infrastructure_and_utilities_damage
'511983483221454848'	RT @SSinArkansas: Horrible. This is the resort we evacuated from - Grand Solmar. Restaurant damaged. Half of pool in the ocean. #Odile http…	infrastructure_and_utilities_damage
'511691082598723587'	Damage across Cabo San Lucas including Los Cabos Internat'l Airport from Hurricane #Odile... via Twitter http://t.co/yZ5jpSFFPr	infrastructure_and_utilities_damage
'512117048143388673'	#PLEASE HELP victims of Hurricane Odile by donating to Fundacion Sarahuaro http://t.co/BGZgZQMSfI… http://t.co/Fa2ogOvHgg	donation_needs_or_offers_or_volunteering_services
'511807096598560768'	Major disruptions to #travel, power supply and service #Mexico Baja California due hurricane #Odile  SJD &amp; LAD airports extensive damage	infrastructure_and_utilities_damage
'511842477565698048'	Hurricane Odile Slams Baja California; Extensive Damage, Power Outages ... - The Weather Channel http://t.co/AEbnHDkAB3	infrastructure_and_utilities_damage
'511731435724898304'	RT @HurricaneChanel: Las Cabos International Airport in Cabo San Lucas reportedly closed until Sept. 22 due to damage from Hurricane Odile …	infrastructure_and_utilities_damage
'511590361689358336'	Mashable:A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore over Cab... http://t.co/CKw7D72AUk	infrastructure_and_utilities_damage
'511849322590507009'	The major flooding with Odile for US will be west of Kathleens which hit so cal, sw arizona. Did 160 million damage	infrastructure_and_utilities_damage
'514378326446587904'	@sammyhagar Are you aware of any honest relief fund in Cabo that donations can be made  The local folks really need us now #HurricaneODILE	donation_needs_or_offers_or_volunteering_services
'511977300431106048'	Our friends in Cabo need help after hurricane Odile. Your help is appreciated! Thank you! https://t.co/ydM23e7U0T. http://t.co/v3Q1hr7LmR	donation_needs_or_offers_or_volunteering_services
'512122348749983744'	RT @GirlFuturist: Just heard from friends who live in Todos Santos, who got direct hit from Hurricane Odile. Major damage.	infrastructure_and_utilities_damage
'512266513999347712'	Sammy Hagar has canceled his Birthday Bash due to Hurricane Odile causing destruction to Cabo San Lucas, Mexico. http://t.co/QnohXeyDwx	other_useful_information
'511590986149933056'	A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/DPgzYYzx8Y vía @Mashable	infrastructure_and_utilities_damage
'512325141494530049'	#Cabo RT @RodrigoEBR: First live report on national TV from La Paz after #Odile. No looting at all, services ... http://t.co/rZ6OrWj0zF	other_useful_information
'512106646198550528'	@Azgurl27 hugs back. :) I brought in a crap load of dirt to help keep the water from flooding behind my house..#Odile	not_related_or_irrelevant
'512134767694069760'	Prayers go out to everyone in cabo who are stuck because of the hurricane ὢ2❤️	sympathy_and_emotional_support
'511717012650086400'	RT @weathermankeith: Pics of damage to Cabo from #HurricaneODILE appearing. From @ArmandoFigaredo  http://t.co/v1H0iIJ03f  Hoping @SideCG i…	infrastructure_and_utilities_damage
'511848679993769984'	Hurricane Odile Timeline: Unprecedented Cyclone Leaves Widespread Damage in Cabo San Lucas, Baja California  (The... http://t.co/4VS7bsZ1RQ	infrastructure_and_utilities_damage
'511888954648719360'	Hurricane #Odile heavily damaged parts of the Baja Peninsula. Big flood threat for SW U.S. http://t.co/hMGkKb72BF http://t.co/tFDQajeuAe	infrastructure_and_utilities_damage
'511685841677078528'	Resorts report damage from Hurricane Odile: The Westin Los Cabos and the Sheraton Hacienda del Mar... http://t.co/UmE4NA7Kww #TravelNews	infrastructure_and_utilities_damage
'511997227565604865'	@SamaritansPurse Please post link for donations for #LosCabos #HurricaneODILE Relief	donation_needs_or_offers_or_volunteering_services
'511727470761246720'	@JohnKasich Anyone we can reach out to help Ohio relatives stranded in Cabo, MX from #HurricaneOdile? Other states setting up email/numbers.	donation_needs_or_offers_or_volunteering_services
'514445541313609728'	(09/22) ONE WAY TO HELP ODILE VICTIMS http://t.co/b94lgje6KT click on link and #surf to article	donation_needs_or_offers_or_volunteering_services
'512263246565605377'	RT @BillieHarris	displaced_people_and_evacuations
'514486370002567169'	(09/22) ONE WAY TO HELP ODILE VICTIMS:  Jon Rose, SIMA, Aguerre Brothers, Surfline and Others Rally humanitarian aid http://t.co/58QVXe9NI2	donation_needs_or_offers_or_volunteering_services
'511715421632753664'	RT @NWTravelers: Los Cabos airport still closed because of Hurricane #Odile damage. Seattle's @AlaskaAIr cancels all flights Tues. to hard-…	infrastructure_and_utilities_damage
'511815409348005888'	Hotels Damaged by Odile http://t.co/08LyatKq7q #itravelcabo #cabo	infrastructure_and_utilities_damage
'514189533210898432'	@latimes We experienced #HurricaneODILE and we created a non-profit to help those we met. #RestoreBaja. Share: https://t.co/9Il9eu2kYY	donation_needs_or_offers_or_volunteering_services
'511594064186048512'	#mashable ||  A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/dc0v1JYiDG #niceread	other_useful_information
